Solo,Title,Text
,Fantastic stay,"A friend and I stayed here for 5 days. What a great hostel. The front desk clerks were always helpful and happy to show you around or answer questions. The building is very secure at night, no one is allowed in without their key. Breakfast is provided everyday until 10, and it's…"
,Cheap and easy,"We rented the top floor of the house that was not in the main hostel building.  Rooms were clean, shared bathroom, nice kitchen to use.  This was a nice place to stay and very reasonably priced.  The view of the bay bridge was wonderful (from a shared deck).  This would be great…"
,Amazing...simply amazing,"From the front desk to the vintage communal dining room to the spa room to the bedrooms, this one is a winner! There were plenty of bathrooms on each floor (all cleaned daily), free meals 3 nights a week, great central location, and secure place to store your valuables. They…"
1,Great hostel in a great location,"Affordable option, especially for the solo traveller. Great facilities, very friendly and helpful staff. Perfect location for exploring the city and really enjoyed the free dinners and breakfast and using the communal space."
1,"Clean, safe, and communal!","This is my first 5 star review of any hotel I have ever stayed in, and the Green Tortoise Hostel (GTH) earned it in absolutely every way. Now, I have stayed in much nicer hotels over the years, but the first question that needs to be answered when giving a 5-star review would…"
,decent option in a crazy-expensive city,"There are a lot of things to love about Green Tortoise: the kitchen's awesome, as is the included breakfast, and the free dinner system (even on days when there aren't free dinners, there was usually a box of leftover edible things up for grabs). And the lavender-scented…"
,Highly  recomended,Stayed at this hostel early September before and after going to Burning Man. More thank happy with the quality/cleanest and above all the customer service was amazing.They lose top marks from me because i did find them V expensive for a shared room Hostel. Its not that much more…
,Couldn't recommend enough,"If you're looking for a hostel to go to bars from and see the san fran sights this is perfect. Pretty much everything walking distance and the best bars literally round the corner. The hostel itself is very clean, staff very accommodating and so many recommendations for bars…"
1,Best Hostel I`ve stayed in,"Very helpful staff. Really good breakfast and 3 free evening meals per week. Best common room to hang around in. Very well located in North Beach, near City lights Bookshop and Coit tower. lots of activities to participate in."
1,Mostly greay,"I've stayed at the hostel several times however this most recent trip in a private room was...wonderful. The staff remembered my name from a week ago, the bed was freaking amazing. Only small downside was the tv that did not work, yes I did follow the detailed but obscure…"
,Average hostel but affordable in expensive SF,"We stayed for 4 nights, it felt like the only alternative in super expensive San Francisco. We stayed in a private room and it's small but has a sink. It also has a chair and a small bed but nothing more. Since the room is so small it would be great to have some shelfs on the…"
,Rude staff ,Staying here was ok it was clean and good size room. Although there is some nice staff. Whilst leaving our suitcases behind the desk (which guests are allowed to do). I was about to leave then realised I had left something in the bag. As I went to retrieve it I was told by a…
